,FEOOS Event Date,Delivery Date,Brand Name,Item Name,Warehouse,Location Name,Overrode Skip Inventory Check (Yes / No),Skip OOS Orders,Quantity of FEOOS Items Requested in Sales Units
3404,2026-04-14,2026-04-15,1883,1883 Mango Puree 1L Bottle,MDT1,Mad Anthony Wayne Cafe - 135 N Wayne Ave,No,Disabled,1
3405,2026-04-14,2026-04-17,Dr. Smoothie,Dr. Smoothie 100% Crushed Banana 46oz Bottle,MDT1,East End Coffee Co - Lewistown,No,Disabled,6
3406,2026-04-14,2026-04-15,Nicoles Kitchen,Nicoles Kitchen Browned Butter Crispy Rice Bars - 12 / 3.25 oz ea,DCA1,Union Kitchen - 430 8th St SE,No,Disabled,1
3407,2026-04-14,2026-04-15,Karat,Karat Flat PET Lid 32oz (C-KC107TS),PDX1,North County Coffee - 724 Northeast Frontage Road,No,Disabled,3
3408,2026-04-14,2026-04-15,Monin,Monin Kiwi Syrup 750mL Glass,CLT1,Elevated Kava Lounge - 747 Haywood Road,No,Disabled,2
3409,2026-04-14,2026-04-15,Klimon,Klimon Vanilla Bean Non Dairy Soft Serve 1 Gallon,LAX1,Alfred Coffee - Burbank - 171 North Maple Street,No,Disabled,6
3410,2026-04-14,2026-04-15,Lil Herc,Lil Herc Black Trash Bag 55-60 Gallon - 1 / 100 ct ea NEW,DCA1,Union Kitchen - 538 3rd St NE,No,Disabled,1
3411,2026-04-14,2026-04-15,Spindrift,Spindrift Lemon,MDT1,Revolution Coffee Roasters - 807-809 Haddon Ave,No,Disabled,1
3412,2026-04-14,2026-04-16,Karat,"Karat White Paper Towel Roll, 750' (JS-RTW750)",MIA1,Dulce Cafeteria Market - 849 Washington Avenue,No,Disabled,1
3413,2026-04-14,2026-04-16,Torani,Torani Raspberry Syrup 1L Plastic Bottle,SEA1,Plum Street Espresso - 1018 Plum Street Southeast,No,Disabled,1
3414,2026-04-14,2026-04-16,Torani,Torani French Vanilla Syrup 1L Plastic Bottle,DEN1,Night Heron Books & Coffeehouse - 107 East Ivinson Avenue,No,Disabled,2
3415,2026-04-14,2026-04-16,Karat,Karat Flat PET Lid 32oz (C-KC107TS),MIA1,Dulce Cafeteria Market - 849 Washington Avenue,No,Disabled,1
3416,2026-04-14,2026-04-15,Pepper's Pickles,Pepper's Pickles Banh Mi Daikon & Carrots - Food Service - 1 / 24 lbs pail,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
3417,2026-04-14,2026-04-16,Lenka Bar,Lenka Bar-Omega,PWM1,Crackskull's Books & Café - 86 Main Street,No,Disabled,1
3418,2026-04-14,2026-04-15,Little West,Little West Gingersnap 12oz (Case 9x),LAX1,Fan Girl Cafe - 8157 Santa Monica Boulevard,No,Disabled,1
3419,2026-04-14,2026-04-15,Spindrift,Spindrift Lemon,EWR1,Poppy's - 243 Degraw Street,No,Disabled,1
3420,2026-04-14,2026-04-15,Dr. Smoothie,Dr. Smoothie Peach Mango Refreshers 46 oz. Bottle,EWR1,Taimoca LLc - 719 West Nyack Road,No,Disabled,2
3421,2026-04-14,2026-04-15,1883,1883 Mango Syrup 1L PLASTIC,EWR1,Anytime Street - 34 Saint Marks Place,No,Disabled,4
3422,2026-04-14,2026-04-16,Karat,"Karat Clear Plastic Jumbo Straws, Wrapped, 7.75"" (C9093)",CLT1,Plot Twist - 1518 Lyon Court,No,Disabled,1
3423,2026-04-14,2026-04-15,Ecru,"Ecru Dinner Napkin, 2-Ply, 15"" x 17""",DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
3424,2026-04-14,2026-04-15,Karat,"Karat PFAS Free Compostable Bagasse Hinged Container, 9'' x 6'' (KE-BHC96-1CFF)",BLI1,Locus - 120 West Holly Street,No,Disabled,1
3425,2026-04-14,2026-04-15,Torani,Torani French Vanilla Syrup 750ml Glass Bottle,MDT1,Belmont Bean - Belmont St.,No,Disabled,1
3426,2026-04-14,2026-04-16,Dis Burrito,Dis Burrito Breakfast Burrito - Chicken Chorizo,DEN1,Traverse Fitness - 1409 West 38th Avenue,No,Disabled,2
3427,2026-04-14,2026-04-15,Something & Nothing,Something & Nothing Mango & Thai Basil Seltzer - 11.15oz,EWR1,PlantShed Cafe - 1 Prince St,No,Disabled,1
3428,2026-04-14,2026-04-15,Noble,"Noble Dissolvable Product Label 1"" x 2"" - 1 / 500 ct box",DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,3
3429,2026-04-14,2026-04-15,SmartFruit,Smartfruit Refresher Concentrate 48oz - Dragon Fruit & Elderberry (Recharge),CLT1,Willowbrook Grounds - 115 South Central Avenue,No,Disabled,2
3430,2026-04-14,2026-04-15,Noble,Lavex Brown (Multifold) Paper Towel  - 1 / 4000 ct ea,DCA1,Union Kitchen - 538 3rd St NE,No,Disabled,1
3431,2026-04-14,2026-04-15,Mister Agave,"Mister Agave Compostable Agave Straws, Unwrapped, 8.25""",EWR1,470 Broome Cafe LLC - 470 Broome Street,No,Disabled,4
3432,2026-04-14,2026-04-17,Torani,Torani Blueberry Syrup 750ml Glass Bottle,SEA1,Pacific Perk (JJCC) - 16410 84th Street Northeast,No,Disabled,1
3433,2026-04-14,2026-04-17,Big Train,Big Train Orange Cream Kidz Kreamz 3.5 lb. Bag(s),DEN1,Espresso Evergreen - 2922 Evergreen Parkway,No,Disabled,2
3434,2026-04-14,2026-04-15,Smith Tea,Smith Teamaker Exceptional Iced Tea 50 x 1 Gallon Pouches,PDX1,Harder Day Coffee Company - 4229 Southeast Woodstock Boulevard,No,Disabled,1
3435,2026-04-14,2026-04-17,Harney,Harney Orange Mango 16oz Bottle,SMF1,"Simpson Bean Scene - Product - 2211 College View, Redding, CA",No,Disabled,1
3436,2026-04-14,2026-04-15,Stix To Go,"StixToGo Human Bean Stir Stix Box(s) of 2,000 Stix",ATL1,The Human Bean Corp - 1609 Cumming - Fitzhugh - 1609 Buford Hwy,No,Disabled,1
3437,2026-04-14,2026-04-15,Holy Kakow,Holy Kakow Organic Coconut Syrup 750mL,CLT1,Willowbrook Grounds - 115 South Central Avenue,No,Disabled,3
3438,2026-04-14,2026-04-17,1883,1883 Banana Syrup 1L Glass Bottle,EWR1,Cream and Sugar - 1250 Sussex Turnpike,No,Disabled,5
3439,2026-04-14,2026-04-16,Karat,Karat PET Cold Cup 32oz (C-KC32),MIA1,Dulce Cafeteria Market - 849 Washington Avenue,No,Disabled,1
3440,2026-04-14,2026-04-16,Darigold,Darigold Sour Cream 1 Pint,BLI1,CROSSROADS GROCERY - 7802 Silver Lake Rd,No,Disabled,6
3441,2026-04-14,2026-04-16,1883,1883 Blueberry Syrup 1L GLASS,CLT1,Rosie's Wine Garden - 940 North Davidson Street,No,Disabled,2
3442,2026-04-14,2026-04-15,Mason Dixie,"Mason Dixie English Muffin Sandwich With Canadian Bacon, Egg & Cheese - 10 / 1 each",DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
3443,2026-04-14,2026-04-16,Monin,Monin Chicory Syrup 1L Plastic Bottle,SMF1,"CSU, Chico - Common Grounds - 101 Hazel St",No,Disabled,1
3444,2026-04-14,2026-04-15,Café Delight,Café Delight Organic White Natural Cane Sugar,SEA1,Red Twig Bakery And Cafe - 117 5th Avenue South,No,Disabled,1
3445,2026-04-14,2026-04-15,DaVinci Gourmet,Da Vinci SUGAR FREE Irish Cream Syrup with Splenda 750 ml PLASTIC Bottle(s),DEN1,Pi Kappa Cino Coffee LLP - 100 Broadway #20,No,Disabled,1
3446,2026-04-14,2026-04-16,Karat,"Karat Standard Aluminum Foil Roll, 12""x 1000"" (FW-AFR200)",EWR1,"PORTRUSH COFFEE, LLC - 14 King Street",No,Disabled,1
3447,2026-04-14,2026-04-15,Jade Leaf Matcha,Jade Leaf Artisanal Barista Edition Ceremonial Grade Matcha 1lb,LAX1,Martha's LLC - Redondo Beach - 1505 Aviation Boulevard,No,Disabled,1
3448,2026-04-14,2026-04-15,Karat,Karat Flat PET Lid 32oz (C-KC107TS),MIA1,Blackbird Coffee & Energy - Blackbird Coffee & Energy,No,Disabled,1
3449,2026-04-14,2026-04-15,Noble,Noble Pan Pro 1 Three Pot Detergent Case of 4 - 1 Gallon Bottles,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
3450,2026-04-14,2026-04-16,Next Level Energy,Next Level Energy 1/2 Gal,AUS1,Seguin Coffee Company - 410 North Austin Street,No,Disabled,2
3451,2026-04-14,2026-04-16,Cappuccine,Cappuccine Cookies & Cream 3 lb. Bag,HOU1,Luce Coffee Roasters - 1717 West 34th Street,No,Disabled,5
3452,2026-04-14,2026-04-16,1883,1883 Wildberry Smoothie 1L/33.8 oz. Carton,DEN1,Mango Tree Coffee - 3498 South Broadway,No,Disabled,8
3453,2026-04-14,2026-04-15,1883,1883 Dulce De Leche Syrup 1L Glass,ATL1,Cips Coffee Roasters - 2780 West Village Drive,No,Disabled,1
3454,2026-04-14,2026-04-15,Monin,Monin Blueberry Syrup 750ml Glass,EWR1,Dunwell Donuts - 222 Montrose Avenue,No,Disabled,2
3455,2026-04-14,2026-04-15,Spindrift,Spindrift Lemon,MDT1,Mojo 516 Cafe - 516 March St,No,Disabled,1
3456,2026-04-14,2026-04-15,Karat,"Karat PET Strawless Sipper Lid, 12-24oz (C-KC626TS-SHNE)",PDX1,Harder Day Coffee Company - 2031 Northeast Martin Luther King Junior Boulevard,No,Disabled,1
3457,2026-04-14,2026-04-15,Blind Dog,Blind Dog Chocolate Chip Cookies - 96 / 1 ct ea,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
3458,2026-04-14,2026-04-15,DaVinci Gourmet,Da Vinci SUGAR FREE Caramel Syrup 750 ml PLASTIC Bottle,MDT1,Echo Hill Country Store - 244 Dryville Rd,No,Disabled,2
3459,2026-04-14,2026-04-15,Celsius,Celsius Live Fit Peach Mango Non-Carbonated Green Tea - 12 / 12 oz can,DCA1,Union Kitchen - 430 8th St SE,No,Disabled,1
3460,2026-04-14,2026-04-15,Karat,"Karat Clear Plastic Jumbo Straws, Wrapped, 7.75"" (C9093)",CLT1,Provided Coffee - 3100 North Davidson Street,No,Disabled,1
3461,2026-04-14,2026-04-16,Jade Leaf Matcha,Jade Leaf Artisanal Barista Edition Ceremonial Grade Matcha 1lb,LAX1,Re/creation Cafe - 4500 West Washington Boulevard,No,Disabled,1
3462,2026-04-14,2026-04-16,Karat,"Karat PFAS Free Compostable Bagasse Hinged Container, 9'' x 6'' (KE-BHC96-1CFF)",PDX1,Spielman Bagels and Coffee Roasters - 2314 Northwest Lovejoy Street,No,Disabled,1
3463,2026-04-14,2026-04-15,1883,1883 Caramel Syrup 1L Plastic,MDT1,Butter and Bean - Tanger Outlets,No,Disabled,2
3464,2026-04-14,2026-04-15,Rishi,Rishi Tea Organic Fair Trade Hibiscus Berry Caffeine Free 1lb Bag,CLT1,LTH - LOSO - Franchisee,No,Disabled,1
3465,2026-04-14,2026-04-16,Torani,Torani Sour Candy Syrup 1L Plastic Bottle,EWR1,Small Batch Coffee - 386 East Meadow Avenue,No,Disabled,1
3466,2026-04-14,2026-04-16,Monin,"Monin Sauce Pump for White Chocolate Sauce, 1/2oz.",ATL1,404 Coffee - 847 McDaniel Street Southwest,No,Disabled,2
3467,2026-04-14,2026-04-16,Smith Tea,Smith Teamaker Exceptional Iced Tea 50 x 1 Gallon Pouches,PDX1,Silk Espresso - 29012 Southeast Dodge Park Boulevard,No,Disabled,2
3468,2026-04-14,2026-04-15,Maola,Maola Milk - Half & Half - 12 / 32 oz btl,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
3469,2026-04-14,2026-04-15,Poppy's,Poppy's Rosemary Loaf - 1 / 112 ct box,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,3
3470,2026-04-14,2026-04-15,Monin,Monin Peach Smoothie 46oz,DEN1,Pi Kappa Cino Coffee LLP - 100 Broadway #20,No,Disabled,4
3471,2026-04-14,2026-04-15,Ecru,"Ecru Dinner Napkin, 2-Ply, 15"" x 17""",DCA1,Union Kitchen - 538 3rd St NE,No,Disabled,2
3472,2026-04-14,2026-04-15,Monin,Monin Honey Syrup 750mL Glass,CLT1,Vicente - 2520 South Boulevard,No,Disabled,2
3473,2026-04-14,2026-04-15,Bossen,Bossen Dragon Fruit Bursting Boba,EWR1,Cool Sips - 30 Rockefeller Plaza,No,Disabled,1
3474,2026-04-14,2026-04-15,Compass Coffee,Compass Coffee Embassy - Whole Bean - 12 oz Tin,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
3475,2026-04-14,2026-04-21,Whalebird Kombucha,Whalebird Kombucha - Paradise Peach 16oz,SMF1,New Earth - Grocery - Yuba City -1475 Tharp Road,No,Disabled,1
3476,2026-04-14,2026-04-15,Choice,"Choice White Cookie Bag 6"" x 1"" x 8"" - 1 / 2000 ct ea",DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
3477,2026-04-14,2026-04-16,Torani,Torani Creme de Banana Syrup 750ml Glass Bottle,MDT1,Regency Coffee - 5751 General Washington Drive,No,Disabled,12
3478,2026-04-14,2026-04-21,Whalebird Kombucha,Whalebird Kombucha - Lavender Lemonade 16oz,SMF1,New Earth - Grocery - Yuba City -1475 Tharp Road,No,Disabled,1
3479,2026-04-14,2026-04-16,Torani,Torani SUGAR FREE Salted Caramel Syrup 750ml Glass Bottle,AUS1,Seguin Coffee Company - 410 North Austin Street,No,Disabled,4
3480,2026-04-14,2026-04-15,Torani,Torani Irish Cream Syrup 750ml Glass Bottle,ATL1,The Human Bean Corp - 1609 Cumming - Fitzhugh - 1609 Buford Hwy,No,Disabled,2
3481,2026-04-14,2026-04-16,Karat,"Karat Compostable Bagasse Hinged Container Natural, 9"" x 6"" (KE-BHC96N-1CFF)",LAX1,Rosebud Coffee - 5858 North Figueroa Street,No,Disabled,1
3482,2026-04-14,2026-04-15,Karat,Karat Earth Compostable PLA Clear Cold Cup 16 oz (KE-KC16),BLI1,Fairhaven Coffee - 401 Harris Avenue,No,Disabled,1
3483,2026-04-14,2026-04-15,1883,1883 Banana Syrup 1L Glass Bottle,EWR1,Joe Coffee - Lincoln Center (LWS),No,Disabled,2
3484,2026-04-14,2026-04-15,1883,1883 Irish Cream Syrup 1L Plastic,MDT1,Echo Hill Country Store - 244 Dryville Rd,No,Disabled,2
3485,2026-04-14,2026-04-15,Icelandic Glacial,Icelandic Sparkling Water 330ml Glass Bottle,LAX1,JOi Cafe - 2855 Agoura Road,No,Disabled,1
3486,2026-04-14,2026-04-15,Two Leaves & a Bud,Two Leaves and a Bud Organic Tropical Green Iced Tea - Case of 24/1 oz. Filter Bags,AUS1,Summer Moon [C+F] - Graham - Lee's Summit - 699 Northwest Blue Parkway - Summer Moon 22,No,Disabled,1
3487,2026-04-14,2026-04-15,Monin,Monin Sugar Free Vanilla Syrup 1 Liter Plastic Bottle,DEN1,Wendll's - 206 market street,No,Disabled,1
3488,2026-04-14,2026-04-15,Monin,Monin Brilliance Glacier Clear Natural Energy 64oz Bottle,DEN1,Pi Kappa Cino Coffee LLP - 202 South Colorado Avenue,No,Disabled,1
3489,2026-04-14,2026-04-16,Karat,"Karat PET Strawless Sipper Lid, 12-24oz (C-KC626TS-SHNE)",PDX1,Worker's Tap and Cafe - 101 Southeast 12th Avenue,No,Disabled,1
3490,2026-04-14,2026-04-15,Monin,Monin Lavender Syrup 1 Liter Plastic Bottle,EWR1,Boathouse Cafe - 350 Passaic Avenue,No,Disabled,1
3491,2026-04-14,2026-04-15,Dr. Smoothie,Dr. Smoothie Peach Mango Refreshers 46 oz. Bottle,EWR1,Vale Coffee Shoppe - 669 Westwood Avenue,No,Disabled,1
3492,2026-04-14,2026-04-15,Icelandic Glacial,Icelandic Sparkling Water 330ml Glass Bottle,LAX1,Ideology Coffee - 1115 South Hope Street,No,Disabled,1
3493,2026-04-14,2026-04-15,EcoCraft,"EcoCraft Kraft Interfolded Bakery Tissue, 8"" x 10.75""",ATL1,San Francisco Coffee ATL - 1441 Peachtree Street Northeast,No,Disabled,2
3494,2026-04-14,2026-04-16,Big Train,Big Train Spiced Chai 3.5lb Bag,CLT1,Rosemont Market and Wine Bar - 1942 East 7th Street,No,Disabled,1
3495,2026-04-14,2026-04-15,1883,1883 Toasted Marshmallow Syrup 1L PLASTIC,SEA1,Anthem Coffee - Point Ruston - 5005 Main Street,No,Disabled,2
3496,2026-04-14,2026-04-17,Lenny Boy Brewing Co.,Lenny Boy Lavenderade Cans,CLT1,The Crooked Shelf Books and Brews - 153 Frazier Loop,No,Disabled,1
3497,2026-04-14,2026-04-15,Spindrift,Spindrift Raspberry Lime,MDT1,Blossom Cafe - 4007 Skippack Pike,No,Disabled,1
3498,2026-04-14,2026-04-16,Monin,Monin Blackberry Syrup 750ml Glass,HOU1,Sipsy's Coffee House - 1304 15th Street,No,Disabled,2
3499,2026-04-14,2026-04-15,Celsius,Celsius Live Fit Peach Mango Non-Carbonated Green Tea - 12 / 12 oz can,DCA1,Union Kitchen - 538 3rd St NE,No,Disabled,1
3500,2026-04-14,2026-04-17,1883,1883 Mango Puree 1L Bottle,MDT1,Tryst Trading Co - Tryst (18th St),No,Disabled,6
3501,2026-04-14,2026-04-17,Karat,Karat PET Cold Cup 16oz (C-KC16),EWR1,Coperaco - 777 South 3rd Street,No,Disabled,2
3502,2026-04-14,2026-04-15,1883,1883 Toasted Marshmallow Syrup 1L PLASTIC,SEA1,Anthem Coffee - Downtown Puyallup - 210 West Pioneer Avenue,No,Disabled,1
3503,2026-04-14,2026-04-17,Monin,Monin Peach Smoothie 46oz,MDT1,Coffee Co - #5 Landisville - 2151 State Rd,No,Disabled,1
3504,2026-04-14,2026-04-15,Proper Syrup,Proper Syrup Simple Syrup 750ml,LAX1,FNF Coffee - 6144 Washington Boulevard,No,Disabled,6
3505,2026-04-14,2026-04-15,Icelandic Glacial,Icelandic Sparkling Water 330ml Glass Bottle,LAX1,SPLA Coffee 1 - Figueroa St. - 714 North Figueroa Street,No,Disabled,1
3506,2026-04-14,2026-04-15,Torani,Torani Real Fruit Strawberry Smoothie Mix 64 oz. Bottle(s),SEA1,Anthem Coffee - Sunrise Village - 10305 156th Street East,No,Disabled,6
3507,2026-04-14,2026-04-16,Karat,Karat PET Cold Cup 16oz (C-KC16),EWR1,Dweebs - 86 Central Avenue,No,Disabled,1
3508,2026-04-14,2026-04-15,1883,1883 Syrup Pump (Plastic),MDT1,Rooted & Grounded Cafe - 1400 Lancaster Avenue,No,Disabled,2
3509,2026-04-14,2026-04-16,Humankind,Humankind Organic Lavender Lemonade 16oz,MDT1,Doppio Bunny Coffee - Purcellville,No,Disabled,1
3510,2026-04-14,2026-04-16,Something & Nothing,Something & Nothing Mango & Thai Basil Seltzer - 11.15oz,EWR1,The Good Batch - 936 Fulton Street,No,Disabled,1
3511,2026-04-14,2026-04-15,Cruzin Cap,Cruzin Cap Assorted Color Butterflies Package(s) of 250 caps,DEN1,Pi Kappa Cino Coffee LLP - 100 Broadway #20,No,Disabled,1
3512,2026-04-14,2026-04-16,Whalebird Kombucha,Whalebird Kombucha - Lavender Lemonade 16oz,SMF1,Upper Crust Bakery - Upper Crust Bakery 130 Main St,No,Disabled,1
3513,2026-04-14,2026-04-15,Jade Leaf Matcha,Jade Leaf Organic Sweetened Matcha Latte Mix 1kg,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,3
3514,2026-04-14,2026-04-17,Rise,Rise Nitro Cold Brew - Oat Milk Latte 7oz Can,SMF1,"S & S CA - Produce Chico - 1924 Mangrove Avenue Chico, CA 95926",No,Disabled,1
3515,2026-04-14,2026-04-15,Liquid Death,Liquid Death Sparkling Water 19.2oz,MIA1,Premier Cafe & Roasters - 1037 South State Road 7,No,Disabled,1
3516,2026-04-14,2026-04-15,Klimon,Klimon Vanilla Bean Non Dairy Soft Serve 1 Gallon,LAX1,Alfred Coffee - Studio City - 12077 Ventura Place,No,Disabled,1
3517,2026-04-14,2026-04-15,Karat,"Karat PET Strawless Sipper Lid, 12-24oz (C-KC626TS-SHNE)",PDX1,Drip - 12302 Northeast Fourth Plain Boulevard,No,Disabled,1
3518,2026-04-14,2026-04-16,Whalebird Kombucha,Whalebird Kombucha - Paradise Peach 16oz,SMF1,Upper Crust Bakery - Upper Crust Bakery 130 Main St,No,Disabled,1
3519,2026-04-14,2026-04-17,Swiig,Swiig Dried Diced Strawberries 7.5oz Bag,SMF1,"Simpson Bean Scene - Product - 2211 College View, Redding, CA",No,Disabled,1
3520,2026-04-14,2026-04-16,Pregel,PreGel Pistachio Anatolia #06872 5.51lb,HOU1,Napa Flats - College Station - 1727 Texas Avenue South,No,Disabled,1
3521,2026-04-14,2026-04-20,Torani,Torani Real Fruit Strawberry Banana Smoothie Mix 64 oz. Bottle(s),SEA1,Belfair Grounds - 22651 Washington 3,No,Disabled,1
3522,2026-04-14,2026-04-17,Bobo's Oat Bars,Bobo's Oat Bars Banana Chocolate Chip Bar Tray(s) of 12 Bars,DEN1,Starry Night - 112 S College Ave #100,No,Disabled,1
3523,2026-04-14,2026-04-16,Dr. Smoothie,Dr. Smoothie Watermelon Cucumber Mint Refreshers 46 oz. Bottle,MDT1,WHATADAY Cafe - 5420 Klee Mill Rd S,No,Disabled,12
3524,2026-04-14,2026-04-16,Olipop,Olipop Prebiotic Soda - Classic Grape 12 fl oz (Shelf Stable Sleek Cans),ATL1,Chestnut Coffee House and Local Market - 325 Rocky Slope Road,No,Disabled,2
3525,2026-04-14,2026-04-15,Urnex,Urnex Rinza Milk Frother Cleaner 32oz. Bottle,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
3526,2026-04-14,2026-04-15,Lavazza,Lavazza #4202 Super Crema Whole Bean Coffee 2.2lb,PWM1,Geddy's Pub - 19 Main Street,No,Disabled,6
3527,2026-04-14,2026-04-17,Karat,"Karat PFAS Free Compostable Bagasse Hinged Container, 9'' x 6'' (KE-BHC96-1CFF)",PDX1,Tribe Coffee - 11 North Parkway Avenue,No,Disabled,1
3528,2026-04-14,2026-04-15,Spindrift,Spindrift Orange Mango,EWR1,Winfield Street Coffee - 259 East 72nd Street,No,Disabled,1
3529,2026-04-14,2026-04-15,Monin,Monin Pineapple Syrup 1 Liter Plastic Bottle,MDT1,Just One More Plant & The Fizzy Fern - 220 North Main Street,No,Disabled,2
3530,2026-04-14,2026-04-15,Torani,Torani Sugar Free Hazelnut Syrup 750 ml Plastic Bottle,EWR1,JCN cafe LLC/ casita of brooklyn - 318 11th Street,No,Disabled,5
3531,2026-04-14,2026-04-15,Torani,Torani Creme de Banana Syrup 750ml Glass Bottle,MDT1,Mama Hawk's Kitchen & Coffee - Peddler's Village,No,Disabled,1
3532,2026-04-14,2026-04-16,Kilogram Tea,Kilogram 3:1 Organic Chai Concentrate 32oz,ATL1,Parkgrounds - Kafenio Avondale,No,Disabled,1
3533,2026-04-14,2026-04-17,Humankind,Humankind Orange Juice 10oz,PWM1,The Blue Coffee House - 84 Main Street,No,Disabled,1
3534,2026-04-14,2026-04-17,Monin,Monin Wildberry Puree 1L,CLT1,The Crooked Shelf Books and Brews - 153 Frazier Loop,No,Disabled,2
3535,2026-04-14,2026-04-15,Fever-Tree,Fever Tree Mediterranean Tonic Water 200ml,LAX1,mcafe - 2789 West Olympic Boulevard,No,Disabled,7
3536,2026-04-14,2026-04-15,Big Spoon Roasters,Big Spoon Roasters Cherry Chocolate 50g Bar *NEW,CLT1,LTH - LOSO - Franchisee,No,Disabled,2
3537,2026-04-14,2026-04-15,Monin,Monin Mango Puree 1L,ATL1,cafeblue - 3200 Woodward Crossing Boulevard,No,Disabled,1
3538,2026-04-14,2026-04-15,Monin,Monin Strawberry Rose Syrup 750 ml Glass Bottle,EWR1,Aziza sweets shop INC - 407 Ditmas Avenue,No,Disabled,1
3539,2026-04-14,2026-04-16,Dis Burrito,Dis Burrito Breakfast Burrito - Chicken Chorizo,DEN1,Nixon's Coffee House Denver - 3900 Grace Boulevard,No,Disabled,2
3540,2026-04-14,2026-04-16,Karat,"Karat Low Density 33-39 Gallon Trash Can Liner, 33"" x 39"", 1.2 Mil (JS-LL333912B)",MIA1,XO Espresso - XO Espresso - Lincoln Lane,No,Disabled,1
3541,2026-04-14,2026-04-16,Transcendence Coffee,Transcendence Algerian Baklava Syrup 750mL Bottle,EWR1,The cafe at artshack - 1129 Bedford Avenue,No,Disabled,2
3542,2026-04-14,2026-04-15,Susosu Water,Susosu Water Hydrogen infused mineral water - 20 / 10.5 oz pouch,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,2
3543,2026-04-14,2026-04-16,Smith Teamaker,Smith Teamaker Unsweetened Matcha 1lb Bag,EWR1,FLO-EN LLC - 126 Rivington Street,No,Disabled,1
3544,2026-04-14,2026-04-17,Torani,Torani Kiwi Syrup 1L Plastic Bottle,SEA1,Pacific Perk (JJCC) - 16410 84th Street Northeast,No,Disabled,1
3545,2026-04-14,2026-04-15,WTRMLN WTR,WTRMLN WTR Original - 6 / 12 oz btl,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,2
3546,2026-04-14,2026-04-15,Choice,"Choice Shopping Bag with Handles 10"" x 5"" x 13""",DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
3547,2026-04-14,2026-04-15,Monin,Monin Peach Smoothie 46oz,MDT1,Brewed Awakening - Royersford,No,Disabled,2
3548,2026-04-14,2026-04-17,Spindrift,Spindrift Raspberry Lime,CLT1,The Crooked Shelf Books and Brews - 153 Frazier Loop,No,Disabled,1
3549,2026-04-14,2026-04-15,1883,1883 Toasted Marshmallow Syrup 1L PLASTIC,SEA1,Anthem Coffee - Sunrise Village - 10305 156th Street East,No,Disabled,1
3550,2026-04-14,2026-04-15,Big Train,Big Train Carb Conscious Vanilla Latte 1.98 lb. Cans,ATL1,The Human Bean Corp - 1609 Cumming - Fitzhugh - 1609 Buford Hwy,No,Disabled,1
3551,2026-04-14,2026-04-15,Torani,Torani Puremade Coconut Syrup 750ml Glass Bottle,ATL1,The Human Bean Corp - 1609 Cumming - Fitzhugh - 1609 Buford Hwy,No,Disabled,3
3552,2026-04-14,2026-04-15,1883,1883 Syrup Pump (Plastic),ATL1,ROCSOUTH Restaurant - Bird&Batter - 480 John Wesley Dobbs Ave NE suite 120,No,Disabled,3
3553,2026-04-14,2026-04-15,Karat,Karat Black Nitrile Powder-Free Gloves - Medium (FP-GN1027B),MIA1,Ann’s Florist and Coffee Bar-DAYTIME - 1001 East Las Olas Boulevard,No,Disabled,1
3554,2026-04-14,2026-04-16,Proper Syrup,Proper Syrup Vanilla 750ml,EWR1,Sakrid Coffee Roasters - 20 Nassau Street,No,Disabled,6
3555,2026-04-14,2026-04-16,Torani,Torani Puremade Vanilla Syrup 750mL Glass Bottle,EWR1,Pamplemousse Project - 124 Mamaroneck Avenue,No,Disabled,2
3556,2026-04-14,2026-04-16,Olipop,Olipop Prebiotic Soda - Lemon Lime 12 fl oz (Shelf Stable Sleek Cans),EWR1,oHHo Botanicals - 34 Village Green,No,Disabled,4
3557,2026-04-14,2026-04-17,Bossen,Bossen Dragon Fruit Bursting Boba,EWR1,Glaze Donuts - Nutley,No,Disabled,1
3558,2026-04-14,2026-04-15,Monin,Monin Stone Fruit Syrup 750 ml Glass Bottle,PDX1,Coffee Shak - 16200 Southeast Cascade Park Drive,No,Disabled,2
3559,2026-04-14,2026-04-16,Smith Teamaker,Smith Teamaker No. 96 Jasmine Silver Tip Top 15 Sachets,PDX1,Spielman Bagels and Coffee Roasters - 2314 Northwest Lovejoy Street,No,Disabled,4
